연번,시설번호,수리형식,시도명,시군구명,시군구코드,도로명주소,지번주소,위도,경도,상세위치,안전센터명,보호틀유무,사용가능여부,설치연도,배관깊이,출수압력,배관지름,관할소방서명,소방서전화번호,표지설치여부,설치주체,적색노면표시,비고
90,동부-영운-지상-148,지상식,충청북도,청주시,43111,충청북도 청주시 상당구 남일면 단재로 734,충청북도 청주시 상당구 남일면 고은리 624-1,36.565965962271,127.50959671843,명성축산물생고기 앞,영운119안전센터,Y,Y,2006,0.5,3.5,100,청주동부소방서,043-251-0124,,,,
91,동부-영운-지하-025,지하식(일반),충청북도,청주시,43111,충청북도 청주시 상당구 월평로214번길 2 (용암동),충청북도 청주시 상당구 용암동 1880,36.60805793,127.5067318,비금도 횟집 앞,영운119안전센터,N,Y,2000,0.5,2.5,200,청주동부소방서,043-251-0124,,,,
92,동부-영운-지하-022,지하식(일반),충청북도,청주시,43111,충청북도 청주시 상당구 용암북로4번길 34 (용암동),충청북도 청주시 상당구 용암동 1378,36.61323799,127.5011053,원봉초교옆,영운119안전센터,N,Y,2000,0.5,3.5,200,청주동부소방서,043-251-0124,,,,
93,동부-영운-지하-018,지하식(일반),충청북도,청주시,43111,충청북도 청주시 상당구 상당로5번길 94 (남주동),충청북도 청주시 상당구 남주동 102,36.62886077,127.4860578,코아한약국 앞,영운119안전센터,N,Y,2000,0.5,2.5,200,청주동부소방서,043-251-0124,,,,
94,동부-영운-지상-155,지상식,충청북도,청주시,43111,충청북도 청주시 상당구 남일면 효촌송암길 10-1,충청북도 청주시 상당구 남일면 효촌리 10-3,36.589811860686,127.50811078156,신청원휀스 앞,영운119안전센터,N,Y,2006,0.5,3.2,100,청주동부소방서,043-251-0124,,,,
95,동부-영운-지상-134,지상식,충청북도,청주시,43111,충청북도 청주시 상당구 단재로 110-12 (영운동),충청북도 청주시 상당구 영운동 168-1,36.61928482,127.4963335,영운도가니탕 앞,영운119안전센터,Y,Y,2007,0.5,5,200,청주동부소방서,043-251-0124,,,,
96,동부-영운-지상-096,지상식,충청북도,청주시,43111,"충청북도 청주시 상당구 무농정로2번길 9-1 (용암동,산들교회)",충청북도 청주시 상당구 용암동 1755,36.60589027,127.5033251,용암동 대머리 공원 뒷편,영운119안전센터,Y,Y,2005,0.5,3.4,200,청주동부소방서,043-251-0124,,,,
97,동부-영운-지상-073,지상식,충청북도,청주시,43111,"충청북도 청주시 상당구 원봉로 55 (용암동,용암초등학교)",충청북도 청주시 상당구 용암동 2103,36.614344166761,127.50835134156,용암초등학교 정문앞,영운119안전센터,N,Y,2005,0.5,3.3,200,청주동부소방서,043-251-0124,,,,
98,동부-영운-지상-072,지상식,충청북도,청주시,43111,"충청북도 청주시 상당구 중흥로 70 (용암동, 용암3차현대아파트, 301동)",충청북도 청주시 상당구 용암동 2096,36.61125415,127.5041606,현대3차아파트 302동앞 인도,영운119안전센터,Y,Y,2005,0.5,3.5,200,청주동부소방서,043-251-0124,,,,
99,동부-영운-지상-071,지상식,충청북도,청주시,43111,"충청북도 청주시 상당구 중흥로 99 (용암동,원봉중학교)",충청북도 청주시 상당구 용암동 2100,36.61418134,127.5055537,원봉중 후문 길건너 공원 인도상,영운119안전센터,N,Y,2005,0.5,3,200,청주동부소방서,043-251-0124,,,,
100,동부-영운-지상-044,지상식,충청북도,청주시,43111,충청북도 청주시 상당구 월평로 252 (용암동),충청북도 청주시 상당구 용암동 2056,36.60610185,127.5104237,부영1차 105맞은편 횡단보도,영운119안전센터,Y,Y,2005,0.5,4.4,100,청주동부소방서,043-251-0124,,,,
101,동부-영운-지상-154,지상식,충청북도,청주시,43111,충청북도 청주시 상당구 남일면 효촌송암길 20-22 (영진빌라),충청북도 청주시 상당구 남일면 효촌리 19-16,36.589314082953,127.51019715773,재원빌라 입구,영운119안전센터,N,Y,2006,0.5,3.2,100,청주동부소방서,043-251-0124,,,,
102,동부-영운-지상-152,지상식,충청북도,청주시,43111,충청북도 청주시 상당구 남일면 효덕길 24,충청북도 청주시 상당구 남일면 효촌리 53-6,36.583106853909,127.5124524912,도로교통공단 주변 골목 오거리,영운119안전센터,Y,Y,2006,0.5,5,100,청주동부소방서,043-251-0124,,,,
103,동부-영운-지상-151,지상식,충청북도,청주시,43111,충청북도 청주시 상당구 남일면 쌍수관기길 20-1,충청북도 청주시 상당구 남일면 쌍수리 345-16,36.57588605,127.5137314,쌍수2구 마을회관 내,영운119안전센터,Y,Y,2006,0.5,3.1,100,청주동부소방서,043-251-0124,,,,
104,동부-영운-지상-150,지상식,충청북도,청주시,43111,충청북도 청주시 상당구 남일면 고은길 1-18,충청북도 청주시 상당구 남일면 고은리 551-2,36.57254318,127.5118903, 남일파출소 옆,영운119안전센터,Y,Y,2006,0.5,3.4,100,청주동부소방서,043-251-0124,,,,
105,동부-영운-지상-042,지상식,충청북도,청주시,43111,충청북도 청주시 상당구 무농정로31번길 1 (용암동),충청북도 청주시 상당구 용암동 2127,36.60620261,127.5064481,농협 하나로클럽 정문부근 맞은편 횡단보도 밑,영운119안전센터,Y,Y,2005,0.5,3.8,100,청주동부소방서,043-251-0124,,,,
106,동부-영운-지상-086,지상식,충청북도,청주시,43111,충청북도 청주시 상당구 남일면 단재로 501 (남일면사무소),충청북도 청주시 상당구 남일면 효촌리 33,36.586941134929,127.50930995201,남일의소대 사무실 앞,영운119안전센터,N,Y,2005,0.5,5,100,청주동부소방서,043-251-0124,,,,
107,동부-영운-지상-070,지상식,충청북도,청주시,43111,충청북도 청주시 상당구 용암로 60 (용암동),충청북도 청주시 상당구 용암동 2102,36.61316793,127.5069543,용암1동 자율방범대 앞,영운119안전센터,N,Y,2005,0.5,3,200,청주동부소방서,043-251-0124,,,,
108,동부-영운-지상-069,지상식,충청북도,청주시,43111,"충청북도 청주시 상당구 원봉로 55 (용암동,용암초등학교)",충청북도 청주시 상당구 용암동 2103,36.61430188,127.5078289,사거리 둥이네떡볶이 앞 횡단보도 옆,영운119안전센터,N,Y,2005,0.5,3.5,200,청주동부소방서,043-251-0124,,,,
109,동부-영운-지상-064,지상식,충청북도,청주시,43111,충청북도 청주시 상당구 용암북로6번길 7 (용암동),충청북도 청주시 상당구 용암동 667-2,36.61493402,127.5017887,용암동 신흥자동차 정비공업사 앞 인도,영운119안전센터,N,Y,2005,0.5,3.5,200,청주동부소방서,043-251-0124,,,,
110,동부-영운-지상-055,지상식,충청북도,청주시,43111,충청북도 청주시 상당구 월평로184번길 5 (용암동),충청북도 청주시 상당구 용암동 1667,36.60985221,127.5046655,용암동 제일약국앞,영운119안전센터,Y,Y,2005,0.5,2.5,200,청주동부소방서,043-251-0124,,,,
111,동부-영운-지상-054,지상식,충청북도,청주시,43111,"충청북도 청주시 상당구 중흥로 54 (용암동,LA치과의원)",충청북도 청주시 상당구 용암동 1592,36.61067112,127.5034576,용암동 가람약국앞,영운119안전센터,Y,Y,2005,0.5,3,200,청주동부소방서,043-251-0124,,,,
112,동부-영운-지상-014-(공),지상식,충청북도,청주시,43111,"충청북도 청주시 상당구 호미로 137 (용암동, 청주동남 1단지, 101동)",충청북도 청주시 상당구 용암동 3889,36.623116105109,127.51996705518,청주 동남A1블록아파트 101동 길건너편,영운119안전센터,Y,Y,2019,0.5,5,100,청주동부소방서,043-251-0124,,,,
113,동부-영운-지상-052,지상식,충청북도,청주시,43111,충청북도 청주시 상당구 월평로154번길 28 (용암동),충청북도 청주시 상당구 용암동 1446,36.61023977,127.5014646,용암동 망골공원옆 오행쑥뜸방 앞,영운119안전센터,N,Y,2005,0.5,1.5,200,청주동부소방서,043-251-0124,,,,
114,동부-영운-지상-050,지상식,충청북도,청주시,43111,충청북도 청주시 상당구 중흥로 42 (용암동),충청북도 청주시 상당구 용암동 1605,36.60982912,127.5028131,용암동 누리타워 뒷길 4거리,영운119안전센터,N,Y,2005,0.5,4.5,200,청주동부소방서,043-251-0124,,,,
115,동부-영운-지상-038,지상식,충청북도,청주시,43111,충청북도 청주시 상당구 단재로 161 (영운동),충청북도 청주시 상당구 영운동 200-3,36.61549821,127.5001645,홍인모텔 앞-영운동 200-3,영운119안전센터,Y,Y,2000,0.5,6.1,200,청주동부소방서,043-251-0124,,,,
116,동부-영운-지상-037,지상식,충청북도,청주시,43111,충청북도 청주시 상당구 수영로136번길 28 (영운동),충청북도 청주시 상당구 영운동 81-13,36.61791751,127.5021458,소라떡방앗간앞,영운119안전센터,N,Y,2000,0.5,4.2,100,청주동부소방서,043-251-0124,,,,
117,동부-영운-지하-035,지하식(승하강식),충청북도,청주시,43111,"충청북도 청주시 상당구 영운로 61 (영운동,청주동부소방서)",충청북도 청주시 상당구 영운동 153,36.620931003569,127.49453389137,청주동부소방서 차고뒤,영운119안전센터,N,Y,2018,0.5,2.5,100,청주동부소방서,043-251-0124,,,,
118,동부-영운-지상-074,지상식,충청북도,청주시,43111,"충청북도 청주시 상당구 원봉로 39 (용암동,용암 현대아파트)",충청북도 청주시 상당구 용암동 2106,36.613273835508,127.50998887866,용암동 현대2차아파트 201동옆 도로,영운119안전센터,N,Y,2005,0.5,2.7,200,청주동부소방서,043-251-0124,,,,
119,동부-영운-지상-034,지상식,충청북도,청주시,43111,충청북도 청주시 상당구 상당로 55 (남문로2가),충청북도 청주시 상당구 남문로2가 9-5,36.633391784256,127.49061912794,롯데영플라자 앞 인도상,영운119안전센터,N,Y,2000,0.5,4,100,청주동부소방서,043-251-0124,,,,
120,동부-영운-지상-013-(공),지상식,충청북도,청주시,43111,"충청북도 청주시 상당구 호미로 137 (용암동, 청주동남 1단지, 105동)",충청북도 청주시 상당구 용암동 3890,36.621683108542,127.52104460859,청주 동남A1블록아파트 105동 길건너편,영운119안전센터,Y,Y,2019,0.5,5.5,100,청주동부소방서,043-251-0124,,,,
121,동부-영운-지상-017,지상식,충청북도,청주시,43111,충청북도 청주시 상당구 성안로 41 (남문로2가),충청북도 청주시 상당구 남문로2가 48-14,36.633167600336,127.48925643449,나이키앞 중앙공원후문-남2가 48-5,영운119안전센터,N,Y,2000,0.5,3.6,100,청주동부소방서,043-251-0124,,,,
122,동부-영운-지상-015,지상식,충청북도,청주시,43111,충청북도 청주시 상당구 상당로 40-2 (서운동),충청북도 청주시 상당구 서운동 45-7,36.631788020174,127.49110650113,대신유료주차장 앞,영운119안전센터,Y,Y,2000,0.5,3,100,청주동부소방서,043-251-0124,,,,
123,동부-영운-지상-014,지상식,충청북도,청주시,43111,충청북도 청주시 상당구 대성로 103 (문화동),충청북도 청주시 상당구 문화동 116-22,36.634682860975,127.49220664351,청소년 종합진흥원 우측,영운119안전센터,Y,Y,2000,0.5,3,100,청주동부소방서,043-251-0124,,,,
124,동부-영운-지상-009,지상식,충청북도,청주시,43111,"충청북도 청주시 상당구 상당로 67 (북문로1가,남수현치과의원)",충청북도 청주시 상당구 북문로1가 38-1,36.634374518011,127.49049677627,도청 십자로 양지사진관앞 인도,영운119안전센터,Y,Y,2000,0.5,4,100,청주동부소방서,043-251-0124,,,,
125,동부-영운-지상-008,지상식,충청북도,청주시,43111,충청북도 청주시 상당구 상당로69번길 9 (북문로1가),충청북도 청주시 상당구 북문로1가 27-2,36.634385794866,127.48994618073,DEANNA(옛 무크) 앞,영운119안전센터,N,Y,2000,0.5,5,100,청주동부소방서,043-251-0124,,,,
126,동부-영운-지상-007,지상식,충청북도,청주시,43111,"충청북도 청주시 상당구 상당로69번길 52 (북문로1가, ,구두수선대)",충청북도 청주시 상당구 북문로1가 180-2,36.63442451904,127.48764592229,"백로식당, KT길건너 십자로-북문로 1가 188",영운119안전센터,Y,Y,2000,0.5,3,100,청주동부소방서,043-251-0124,,,,
127,동부-영운-지상-002,지상식,충청북도,청주시,43111,충청북도 청주시 상당구 상당로81번길 1 (북문로1가),충청북도 청주시 상당구 북문로1가 11-1,36.635530794689,127.49035595427,도청서문 횡단보도 앞,영운119안전센터,Y,Y,2009,0.5,3.2,100,청주동부소방서,043-251-0124,,,,
128,동부-영운-지상-001,지상식,충청북도,청주시,43111,충청북도 청주시 상당구 상당로91번길 8-5 (북문로1가),충청북도 청주시 상당구 북문로1가 210-3,36.636738540191,127.48975142637,유래일식앞,영운119안전센터,Y,Y,2009,0.5,4.8,100,청주동부소방서,043-251-0124,,,,
129,동부-영운-지상-012-(공),지상식,충청북도,청주시,43111,충청북도 청주시 상당구 호미로 110-6 (용암동),충청북도 청주시 상당구 용암동 3882,36.620045187089,127.52210117726,청주 동남시티프라디움 1단지 107동 앞,영운119안전센터,Y,Y,2019,0.5,2.8,100,청주동부소방서,043-251-0124,,,,
130,동부-영운-지하-032,지하식(일반),충청북도,청주시,43111,충청북도 청주시 상당구 낙영로 39-1 (용암동),충청북도 청주시 상당구 용암동 2456,36.618887238545,127.50987493547,"용암동 2456번지 앞 도로상, 나원빌 앞",영운119안전센터,N,Y,2000,0.5,3,200,청주동부소방서,043-251-0124,,,,
131,동부-영운-지상-018-(공),지상식,충청북도,청주시,43111,"충청북도 청주시 상당구 중고개로142번길 20 (용암동, 청주동남 우미린 에듀포레, 302동(근린생활시설-2))",충청북도 청주시 상당구 용암동 3150,36.618959019648,127.52062663397,청주 동남시티프라디움 1단지 정문 앞 건너편(꿈나무태권도 앞),영운119안전센터,Y,Y,2019,0.5,4.2,100,청주동부소방서,043-251-0124,,,,
132,동부-영운-지하-008,지하식(일반),충청북도,청주시,43111,충청북도 청주시 상당구 무심동로336번길 78-1 (남주동),충청북도 청주시 상당구 남주동 628-1,36.631327209336,127.48756770758,남주시장입구 대광상회 앞,영운119안전센터,N,Y,2000,0.5,1.6,100,청주동부소방서,043-251-0124,,,,
133,동부-영운-지하-011,지하식(일반),충청북도,청주시,43111,충청북도 청주시 상당구 무심동로 390 (서문동),충청북도 청주시 상당구 서문동 162,36.635590058968,127.48468185479,서문다리 바이더웨이 편의점앞 인도상-서문동 227-1,영운119안전센터,N,Y,2000,0.5,2,100,청주동부소방서,043-251-0124,,,,
